identifier,dc:identifier,dc:title,dc:creator,dc:description,dc:date,dc:subject,dc:source,dc:type1,dc:type2,dc:type,dc:format,dc:rights
oai:nwdh:mcl:oai:gallery.multcolib.org:4158,https://gallery.multcolib.org/node/4158,Frank W. True,,"Frank W. True, United States Government Board for the Lewis and Clark Exposition, held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4159,https://gallery.multcolib.org/node/4159,John A. Wakefield,,"John A. Wakefield, Director of Concessions and Admissions for the Lewis and Clark Exposition, held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4160,https://gallery.multcolib.org/node/4160,B. Van Dusen,,"Portrait of B. Van Dusen, member of the Board of Directors of the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4161,https://gallery.multcolib.org/node/4161,Paul Wessinger,,"Portrait of Paul Wessinger, Chairman of Grounds and Buildings for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4162,https://gallery.multcolib.org/node/4162,William D. Wheelwright,,"Portrait of William D. Wheelwright, member of the Board of Directors of the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4163,https://gallery.multcolib.org/node/4163,Theo. B. Wilcox,,"Portrait of Theo. B. Wilcox, Chairman of Exhibits for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4164,https://gallery.multcolib.org/node/4164,Frank Williams,,"Portrait of Frank Williams, commissioner from the State of Oregon to the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4165,https://gallery.multcolib.org/node/4165,George H. Williams,,"Portrait of George H. Williams (1823-1910), Mayor of Portland (1902-1905), for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4166,https://gallery.multcolib.org/node/4166,NAACP proposal for Freedom Week,"Peterson, Fred L.","This first two pages of this collection of documents from the Mayor's office contain a report from the City of Portland Commission on Intergroup Relations, which details social tension caused by racial discrimination in the real estate market. This is followed by a collection of documents showing the National Association for the Advancement of Colored People (NAACP) proposing, and the Mayor proclaiming, May 15-May 22 ""Freedom Week."" in the City. The documents conclude with a fact sheet about the NAACP composed by Mrs. Lorna J. Marple, President of the NAACP's Portland branch. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/5106; ||",1950-1959,"Portland, Oregon; National Association for the Advancement of Colored People; Discrimination in housing; African Americans--Civil rights; ",City of Portland Archives,records (documents),Text; records (documents),Text,application/pdf,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4167,https://gallery.multcolib.org/node/4167,Albina Neighborhood Improvement Project Information Sheet,"Coons, Larry","This brief information sheet from July 6, 1962, contains statistics and notes on the progress of the Albina Neighborhood Improvement Project. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/9301933; ||",1960-1969,"Portland, Oregon; Neighborhoods--Citizen participation; African American neighborhoods; ",City of Portland Archives,records (documents),Text; records (documents),Text,application/pdf,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4168,https://gallery.multcolib.org/node/4168,NAACP protest outside City Hall,,"A protest by the NAACP outside City Hall in Portland, on September 30, 1963. The image shows two adult men, one African American and one Caucasian, standing together on the sidewalk and holding signs protesting against racial discrimination in the Portland housing market. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/48307; ||",1960-1969,"Portland, Oregon; African Americans--Housing; African Americans--Segregation; Race relations; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4169,https://gallery.multcolib.org/node/4169,Removal of discriminatory sign,"Dawley, Lewis H.","Three documents are shown together. The first is a handwritten police report describing the removal of a sign discriminating against African Americans from a commercial shop window dated February 5, 1909. The second document is the typed police report about this sign, dated February 4, 1909. The last document, dated February 2, 1909, is a 2-page letter from the Advocate Publishing Company to Mayor Lane requesting the removal of signs discriminating against African Americans from the windows of restaurants and public houses. Such signs contravened the Charter of the City of Portland. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/104497; ||",1900-1909,"Portland, Oregon; African Americans--Segregation; ",City of Portland Archives,records (documents),Text; records (documents),Text,application/pdf,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4170,https://gallery.multcolib.org/node/4170,Police Raid on U-Bar,,"This collection of documents concerns the police raid on the U-Bar Club, on February 7th, 1915. The raid followed an article in the African American newspaper, The Advocate, where a former public official described his policy of not prosecuting gambling and other illegal activities in the African American community. The last document is a letter from an anonymous correspondent claiming the Club had been patronized, protected and encouraged by the police over the previous five years. Visit City of Portland Archives for more  http://efiles.portlandoregon.gov/record/16282; ||",1910-1919,"Portland, Oregon; Gambling--Political aspects; Gambling--Corrupt practices; African American newspapers; African Americans--Civil rights; ",City of Portland Archives,records (documents),Text; records (documents),Text,application/pdf,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4171,https://gallery.multcolib.org/node/4171,Protest against The Birth of a Nation,"Merriman, J. A.","This set of letters, dated between April 7, 1915 and June 21, 1915, shows the National Association for the Advancement of Colored People (NAACP) National Office assisting the Portland NAACP's protest against The Birth of a Nation. The last document is a copy of the letter to the Mayor of Portland, H. R.Albee, from The Portland branch of the NAACP. In this letter the NAACP argues that the source material for the film was designed to create prejudice and race hatred. The letter closes with a petition asking the Mayor to review the film with the Censor Board and prevent its exhibition in the city. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/18558; ||",1910-1919,"Portland, Oregon; African Americans--Civil rights; National Association for the Advancement of Colored People; ",City of Portland Archives,letters (correspondence),Text; letters (correspondence),Text,application/pdf,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4172,https://gallery.multcolib.org/node/4172,Civil Rights march on SW Broadway,,"This photograph shows a crowd marching on SW Broadway, Portland, in support of civil rights in March of 1965. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; Civil rights demonstrations; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4173,https://gallery.multcolib.org/node/4173,Civil Rights march on SW Main,,"This photograph shows part of the crowd gathered in front of the Federal building on SW Main St, Portland, demonstrating for civil rights for African Americans. The photograph was taken in March, 1965. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; Civil rights demonstrations; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4174,https://gallery.multcolib.org/node/4174,Civil Rights march,,This photograph shows another section of the Civil Rights march held in Portland in March of 1965. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||,1960-1969,"Portland, Oregon; African Americans--Civil rights; Civil rights demonstrations; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4175,https://gallery.multcolib.org/node/4175,Civil Rights march,,"This photograph of the Civil Rights march, in March of 1965, shows participants interacting with each other as the march proceeds. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; Civil rights demonstrations; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4179,https://gallery.multcolib.org/node/4179,Civil Rights march,,"A group of marchers with signs at the 1965 Civil Rights march in Portland, Oregon. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4180,https://gallery.multcolib.org/node/4180,Civil Rights march,,"A group of marchers with signs at the 1965 Civil Rights march in Portland, Oregon. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4181,https://gallery.multcolib.org/node/4181,Civil Rights march,,"A group of marchers with signs at the 1965 Civil Cights march in Portland, Oregon. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4182,https://gallery.multcolib.org/node/4182,Civil Rights march,,"A group of marchers with signs at the 1965 Civil Rights march in Portland, Oregon. One man is shown speaking in to a microphone. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4183,https://gallery.multcolib.org/node/4183,Civil Rights march,,"A group of marchers with signs at the 1965 civil rights march in Portland, Oregon. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4184,https://gallery.multcolib.org/node/4184,Civil Rights march,,"A group of marchers with signs at the 1965 Civil Rights march in Portland, Oregon. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4185,https://gallery.multcolib.org/node/4185,Civil Rights march,,"A group of marchers with signs at the 1965 Civil Rights march in Portland, Oregon. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4186,https://gallery.multcolib.org/node/4186,Civil Rights protest at Federal building,,"A group of marchers outside the Federal Building during the 1965 Civil Rights march in Portland, Oregon. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/4961156; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4187,https://gallery.multcolib.org/node/4187,Student Nonviolent Coordinating Committee,"Trimble, Charles F.","This document is an intelligence report on the Student Nonviolent Coordinating Committee (SNCC), written for Chief Donald I. McNamara of the Portland Police Bureau. Written on April 23, 1965, the report describes the public meeting held by the SNCC at the Vancouver Avenue Baptist Church on April 22, 1965. It twice raises the question of Communist infiltration of this activist group and goes on to name prominent attendees at the meeting. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/2846832; ||",1960-1969,"Portland, Oregon; African Americans--Civil rights; African American political activists; ",City of Portland Archives,records (documents),Text; records (documents),Text,application/pdf,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4188,https://gallery.multcolib.org/node/4188,Knott Street boxer Clarence Hammick,,"Knott Street boxer Clarence Hammick poses for the camera on January 5, 1967. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/46911; ||",1960-1969,"Portland, Oregon; Hammick, Clarence; African American boxers; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4189,https://gallery.multcolib.org/node/4189,Knott Street boxer Clement Roach,,"This photograph, from January 5, 1967, shows Knott Street boxer Clement Roach in the ring. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/46911; ||",1960-1969,"Portland, Oregon; African American boxers; Roach, Clement; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4191,https://gallery.multcolib.org/node/4191,Knott Street boxer Tommy (Tony) Jacobs,,"This photograph from January 5, 1967, shows boxer Tommy (Tony) Jacobs. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/46911; ||",1960-1969,"Portland, Oregon; Jacobs, Tommy (Tony); African American boxers; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4192,https://gallery.multcolib.org/node/4192,Unthank Park dedication invitation,,"The invitation for the dedication of Unthank Park to Dr. DeNorval Unthank, on Sunday, May 25, 1969. The park was a joint project of the Albina Neighborhood Improvement Committee and the Portland Development Commission. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/9301938; ||",1960-1969,"Portland, Oregon; Unthank, DeNorval, Dr.; African American physicians; African American civil rights workers; Community development--Citizen participation; ",City of Portland Archives,invitations,StillImage; invitations,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4193,https://gallery.multcolib.org/node/4193,J.N. Williamson,,"J.N. Williamson (1855-1943), Representative in Congress from Oregon during the Lewis and Clark Exposition, held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4194,https://gallery.multcolib.org/node/4194,P.L. Willis,,"P.L. Willis, member of the Board of Directors of the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4195,https://gallery.multcolib.org/node/4195,Reverend J. R. Wilson,,"Reverend J. R. Wilson, Chairman, Committee on Congresses for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4196,https://gallery.multcolib.org/node/4196,M.D. Wisdom,,"M.D. Wisdom, Superintendent of Livestock Exhibit for the Lewis and Clark Exposition, held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4197,https://gallery.multcolib.org/node/4197,H. Wittenberg,,"H. Wittenberg, member of the Board of Directors of the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4198,https://gallery.multcolib.org/node/4198,Adolphe Wolfe,,"Adolphe Wolfe, member of the Board of Directors of the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4199,https://gallery.multcolib.org/node/4199,F. G. Young,,"F. G. Young, Commissioner for the State of Oregon at the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,
oai:nwdh:mcl:oai:gallery.multcolib.org:4200,https://gallery.multcolib.org/node/4200,Joseph Gurney Cannon,,"Joseph Gurney Cannon (1836-1926), Speaker of the United States House of Representatives during the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4201,https://gallery.multcolib.org/node/4201,"George E. Chamberlain, Sr.",,"George E. Chamberlain, Sr. (1854-1928), Governor of Oregon during the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4202,https://gallery.multcolib.org/node/4202,Merrit O. Chance,,"Merrit O. Chance, United States Government Board for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4203,https://gallery.multcolib.org/node/4203,DeNorval Unthank Park Dedication program,,"The program of events for the dedication of Unthank Park to African American physician and civil rights worker, Dr. DeNorval Unthank, on Sunday, May 25, 1965. The creation of the park was a joint project of the Albina Neighborhood Improvement Committee and the Portland Development Commission. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/9301938; ||",1960-1969,"Portland, Oregon; Unthank, DeNorval, Dr.; African American physicians; African American civil rights workers; Community development--Citizen participation; ",City of Portland Archives,programs (documents),StillImage; programs (documents),StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4204,https://gallery.multcolib.org/node/4204,Black Panthers demonstration,,"This photograph shows part of the Black Panthers demonstration in support of repressed peoples at the U.S Courthouse in Portland. The demonstration took place on February 14, 1970. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/5944183; ||",1970-1979,"Portland, Oregon; Seale, Bobby, 1936-; Newton, Huey P.; Civil rights demonstrations; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4205,https://gallery.multcolib.org/node/4205,Black Panthers demonstration,,"This photograph shows the Black Panthers demonstration  in support of repressed peoples, in front of the U.S. courthouse in Portland on February 14, 1970. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/5944343; ||",1970-1979,"Portland, Oregon; Newton, Huey P.; Seale, Bobby, 1936-; Portland Black Panthers; Civil rights demonstrations; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4206,https://gallery.multcolib.org/node/4206,"Kent Ford, Freddie Whitlow, and Percy Hampton",,"This photograph shows Kent Ford, Freddie Whitlow, and Percy Hampton making an address at the Black Panthers demonstration at the U.S Courthouse in Portland on February 14, 1970. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/5944250; ||",1970-1979,"Portland, Oregon; Ford, Kent; Whitlow, Freddie; Hampton, Percy; Portland Black Panthers; Civil rights demonstrations; African Americans--Civil rights; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4207,https://gallery.multcolib.org/node/4207,Freedom Bank,,This photograph shows the interior of the Freedom Bank with Mayor Terry Schrunk and others. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/47852; ||,1970-1979,"Portland, Oregon; African Americans; Banks and banking; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4208,https://gallery.multcolib.org/node/4208,In the Freedom Bank,,"This photograph shows Mayor Schrunk with Venerable Booker, President and Chairman of the Board of the Freedom Bank, in the Freedom Bank location at 728 NE Killingsworth. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/47852; ||",1970-1979,"Portland, Oregon; African Americans; Banks and banking; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4209,https://gallery.multcolib.org/node/4209,Freedom Bank of Finance,,"This document shows the intent and purpose of the Freedom Bank of Finance in Portland, Oregon, one of the growing number of minority-controlled banks founded in the U.S. at that time. These banks were designed to serve the lowest income citizens by attracting deposits from entities such as such as church bodies, fraternal groups, public government agencies, hospitals, school boards, colleges, and foundations. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/108905; ||",1970-1979,"Portland, Oregon; Minority-owned banks; African Americans; Banks and banking; ",City of Portland Archives,records (documents),Text; records (documents),Text,application/pdf,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4210,https://gallery.multcolib.org/node/4210,City Commissioner Charles Jordan's swearing in ceremony,,"Portland's first African American City Commissioner, Charles R. Jordan, being sworn in  as Commissioner of the Office of Public Safety. The ceremony took place on March 13, 1974. Judge Mercedes Deiz, a graduate of Northwestern School of Law, presided. In 1960 Deiz became the first African-American woman to serve as a judge in the state of Oregon. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/48275; ||",1970-1979,"Portland, Oregon; African Americans--Civil rights; African Americans in the professions; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4211,https://gallery.multcolib.org/node/4211,City Commissioner Charles Jordan's swearing in ceremony,,"This photograph shows the jubilation of one of the attendees following the swearing in ceremony of Portland's first African American City Commissioner, Charles R. Jordan. The ceremony took place on March 13, 1974. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/48275; ||",1970-1979,"Portland, Oregon; African Americans--Civil rights; African Americans in the professions; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4212,https://gallery.multcolib.org/node/4212,Bulldozer tearing down a storefront,,"This photograph shows a bulldozer tearing down a storefront at 2607-09 N Vancouver Ave in May, 1975. Visit City of Portland Archives for more http://efiles.portlandoregon.gov/record/11025154; ||",1970-1979,"Portland, Oregon; African Americans--Housing; African American neighborhoods; African Americans--Segregation; African Americans--Relocation; ",City of Portland Archives,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/InC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4213,https://gallery.multcolib.org/node/4213,Exterior East Portland Branch,,A photograph of the exterior of the East Portland Branch taken in July 1950. The building was constructed in 1911 and operated as a library branch until 1967. The building still stands at 1110 SE Alder St.; ||,1950-1959,"Portland, Oregon; Public libraries--Buildings; Carnegie libraries; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4214,https://gallery.multcolib.org/node/4214,Most Reverend A. Christie,,"Portrait of Most Reverend A. Christie, Archbishop of Oregon, for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,portraits,StillImage; portraits,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:4215,https://gallery.multcolib.org/node/4215,Biennial Report of the State Board of Agriculture and Immigration,,"Biennial Report of the State Board of Agriculture and Immigration for the Lewis and Clark Exposition held in Portland, Oregon in 1905.; ||",1900-1909,"Portland, Oregon; Lewis and Clark Centennial Exposition; ",Multnomah County Library,administrative reports,Text; administrative reports,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/
